title,year,plot,genre
Volkov Origin,2022,"In the late evening hours, Dr. Angela Perkins finds that she has a new assignment. To dive into the mind of Horton House Penitentiary's newest and most mysterious tenant, Andre Volkov . No one can anticipate the impact that her visit will have on both of their lives as she begins her quest for the truth within his answers. Blinded by his past, Volkov slowly resurrects his tale of emotional, mental, and physical abuse through his own words. His origin story. However, through uncontrollable rage, Volkov breaks his chains only to slip back into the criminal underground where he reunites with his most trusted leader, Brutus, and his crew. What follows is a roller coaster ride of suspense in this psychological thriller that's sure to leave you questioning your own sanity.",Thriller
Nanny,2022,"Immigrant nanny Aisha, piecing together a new life in New York City while caring for the child of an Upper East Side family, is forced to confront a concealed truth that threatens to shatter her precarious American Dream.",Drama
Occhiali neri,2022,"Diana, a young woman who lost her sight, finds a guide in a Chinese boy named Chin. Together they will track down a dangerous killer through the darkness of Italy.",Horror
Kira & El Gin,2022,Two men team up to fight against British occupation in Egypt during the 1919 revolution.,Action
Legends and Idols,2022,"Armed with just his talent, follow Willard Snow as he attempts to open an art gallery, while painting portraits of Rock Star Legends on canvass and instruments. This is the American Dream rising out of paint and iphones.",Documentary
Final Dress,2022,"Theatre camp is all fun and games until the creepy acting teacher shows up and the killing begins. Final Dress is a horror movie that takes on current social issues in the performing arts, while drawing inspiration from classic slasher films, old ghost stories, and even some Broadway musicals.",Horror
Morjim,2022,"A mysterious man (Ziggy) takes the help of a con-man to catch a Russian drug lord that rules North Goa, and who no one has seen.",Crime
El Houb,2022,Moroccan-Dutch Karim returns to his family home and opens up to his parents about being into men. Their reaction inspires a journey of discovery through Karim's isolation as he attempts to break an ingrained culture of silence.,Drama
Bristol Fashion,2022,A young transgender woman escapes her troubled home to find solace in a dilapidated boatyard.,Drama
Nope,2022,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Horror
Timebomb,2022,"During an air b&b weekend away to grade papers, Professor Cooper Franklin faces an EMP that takes down the power grid. Cooper is joined by his host, Dex Mandell, to face the first 72 hours of chaos and violence that's sweeping the Nation.",Thriller
Il sesso degli angeli,2022,"The attentive parish priest Don Simone must recognize that no one in his small people is really interested in religion. Despite his efforts, he cannot convince the boys to attend church.",Comedy
Tribute,2022,Imitation is the highest form of flattery and these murders are the highest form of imitation.,Horror
Veerame Vaagai Soodum,2022,A normal man from a middle-class family questioning the authorities for abusing their powers.,Action
Utama - Le terre dimenticate,2022,"In the Bolivian highlands, an elderly Quechua couple has been living the same daily life for years. During an uncommonly long drought, Virginio and his wife (Sisa) face a dilemma: resist or be defeated by the environment and time itself.",Drama
La Vida en el Silencio,2022,"A single parent musician battles every day to communicate with his autistic son through music, until one day the child´s mother shows up after eight years of absence, only to reveal a secret that he might change his life as he knows.",Drama
Sri Asih,2022,"A woman who grew up trying to find her identity amidst injustice surrounding her. As a reincarnation of The Goddess Asih, Sri Asih tries to bring balance and restore order in the society.",Action
Spirited,2022,A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.,Comedy
Shchelkunchik i volshebnaya fleyta,2022,"Follows Marie, as she makes a wish and becomes the same size as her toy nutcracker, who is really a prince under a spell, and they must travel to the magical Land of Flowers to save the world from the rat people.",Animation
Dementophobia,2022,"Rose Hammond, a young Clinical-Psychologist slips into a mental, chaos as she tries to find a cure for a demented, psychosis that's claiming the lives of her patients.",Horror
Suffocated,2022,"Lexxy, a female trapped, and bonded to a man who she feels can possibly be her husband, and father to her child, takes her on a ride with lies, deceit, and betrayal.",Drama
Student Body,2022,"High-school student Jane Shipley seeks to mend her splintering relationship with childhood best friend Merritt and fit in with her rebellious peers. When Jane's math teacher oversteps his bounds, an apathetic high-school administration forces Jane and Merritt to take matters into their own hands, driving their relationship into further turmoil and inciting deadly consequences.",Horror
The Land of Dreams,2022,A young immigrant named Eva living in New York during the 1920s dreams of becoming a singer and falls for a pianist with an active imagination.,Drama
Blaze,2022,"After accidentally witnessing a violent crime, a young girl is left catatonic with shock, and struggles to make sense of what she saw, ultimately finding renewal in the inestimable world of her own imagination.",Animation
Virata Parvam,2022,"Virata Parvam is a romantic action thriller based on the naxalite insurgency that sprung up in Andhra Pradesh during the last decade of 20th century. Directed by Venu Udugula and produced by Suresh Babu and Sudhakar Cherukuri, the movie cast includes Rana Daggubati, Sai Pallavi and Nandita Das.",Action
Marilyn (x9) is my Mother,2022,"""In this animated twist of the classical Myth of Persephone (and Demeter), 8 ½ headed LULU DEREN, quite literally personifies the Greek ideal of perfection, but she still doesn't measure up in the 18 eyes of her beautiful, 9-bodied Mother.""",Animation
